ID;Ciudad;Estrato;Edad;Sexo;Estado Civil;Educación;Religión;Hijos;N° Hijos;Ingresos;Ocupación;¿Cuántas personas viven en su casa, incluido usted?;Nescafe
2309;Ciudad 2;2;13 - 16;Femenino;Soltero(a);Bachillerato;2.   Cristiano no católico;Sin Hijos;0;Menos de  $ 500.000;6.   Estudia y trabaja;5;0
2316;Ciudad 2;2;13 - 16;Femenino;Soltero(a);Bachillerato;7.   Ninguna;Sin Hijos;0;No poseo ingresos propios;5.    Estudia;6;0
2325;Ciudad 2;2;25 - 34;Femenino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;4;No poseo ingresos propios;9.   Se dedica al hogar;5;0
2328;Ciudad 2;2;25 - 34;Femenino;Unión Libre;Técnico / Tecnológico;1.   Católico;Con Hijos;2;Menos de  $ 500.000;5.    Estudia;5;1
2337;Ciudad 2;2;25 - 34;Femenino;Unión Libre;Pregrado;1.   Católico;Con Hijos;2;$ 2,001.000 -- $ 3,000.000;1.   Trabaja dependientemente (empleado);3;0
2340;Ciudad 2;2;35 - 44;Femenino;Casado(a);Técnico / Tecnológico;1.   Católico;Con Hijos;2;$ 1´001.000 -- $ 2,000.000;5.    Estudia;6;0
2350;Ciudad 2;2;45 - 54;Femenino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;4;Menos de  $ 500.000;2.   Trabaja independientemente (informal);6;0
2359;Ciudad 2;3;13 - 16;Femenino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;Menos de  $ 500.000;6.   Estudia y trabaja;2;0
2360;Ciudad 2;3;17 - 24;Masculino;Soltero(a);Pregrado;1.   Católico;Con Hijos;1;$ 501.000 -- $ 1´000.000;6.   Estudia y trabaja;7;0
2369;Ciudad 2;3;25 - 34;Femenino;Soltero(a);Pregrado;1.   Católico;Con Hijos;2;Menos de  $ 500.000;1.   Trabaja dependientemente (empleado);5;0
2370;Ciudad 2;3;25 - 34;Masculino;Casado(a);Técnico / Tecnológico;2.   Cristiano no católico;Sin Hijos;0;$ 501.000 -- $ 1´000.000;1.   Trabaja dependientemente (empleado);5;0
2375;Ciudad 2;3;25 - 34;Femenino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;3;Menos de  $ 500.000;1.   Trabaja dependientemente (empleado);3;0
2379;Ciudad 2;3;25 - 34;Masculino;Casado(a);Posgrado;1.   Católico;Con Hijos;1;$ 2,001.000 -- $ 3,000.000;3.   Empresario o Contratista;4;0
2392;Ciudad 2;3;35 - 44;Masculino;Unión Libre;Pregrado;1.   Católico;Con Hijos;4;Menos de  $ 500.000;2.   Trabaja independientemente (informal);6;0
2394;Ciudad 2;3;35 - 44;Masculino;Casado(a);Posgrado;1.   Católico;Con Hijos;1;$ 1´001.000 -- $ 2,000.000;1.   Trabaja dependientemente (empleado);2;0
2401;Ciudad 2;3;45 - 54;Femenino;Separado(a);Técnico / Tecnológico;1.   Católico;Con Hijos;2;Menos de  $ 500.000;2.   Trabaja independientemente (informal);4;0
2431;Ciudad 2;4;17 - 24;Masculino;Soltero(a);Técnico / Tecnológico;1.   Católico;Sin Hijos;0;$ 501.000 -- $ 1´000.000;2.   Trabaja independientemente (informal);4;1
2434;Ciudad 2;4;25 - 34;Masculino;Soltero(a);Técnico / Tecnológico;1.   Católico;Sin Hijos;0;$ 501.000 -- $ 1´000.000;1.   Trabaja dependientemente (empleado);5;0
2443;Ciudad 2;4;35 - 44;Femenino;Casado(a);Técnico / Tecnológico;1.   Católico;Con Hijos;1;$ 501.000 -- $ 1´000.000;2.   Trabaja independientemente (informal);3;0
2446;Ciudad 2;4;45 - 54;Masculino;Casado(a);Técnico / Tecnológico;1.   Católico;Con Hijos;2;Menos de  $ 500.000;3.   Empresario o Contratista;3;0
2450;Ciudad 2;4;45 - 54;Femenino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;3;Menos de  $ 500.000;1.   Trabaja dependientemente (empleado);8;0
2452;Ciudad 2;4;45 - 54;Femenino;Casado(a);Posgrado;1.   Católico;Con Hijos;3;$ 1´001.000 -- $ 2,000.000;1.   Trabaja dependientemente (empleado);9;0
2488;Ciudad 2;2;25 - 34;Masculino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;2;Menos de  $ 500.000;1.   Trabaja dependientemente (empleado);3;0
2509;Ciudad 2;2;35 - 44;Masculino;Casado(a);Primaria;1.   Católico;Con Hijos;4;Menos de  $ 500.000;1.   Trabaja dependientemente (empleado);7;0
2510;Ciudad 2;2;35 - 44;Femenino;Casado(a);Bachillerato;1.   Católico;Con Hijos;4;Menos de  $ 500.000;1.   Trabaja dependientemente (empleado);7;0
2523;Ciudad 2;2;61 - 70;Masculino;Soltero(a);Bachillerato;1.   Católico;Con Hijos;4;Menos de  $ 500.000;9.   Se dedica al hogar;5;0
2546;Ciudad 2;6;35 - 44;Femenino;Casado(a);Pregrado;1.   Católico;Con Hijos;2;Mas de $ 3,001.000;3.   Empresario o Contratista;4;1
2551;Ciudad 2;2;13 - 16;Masculino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;Menos de  $ 500.000;6.   Estudia y trabaja;6;0
2555;Ciudad 2;2;17 - 24;Masculino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;2;No poseo ingresos propios;7.   Busca empleo;4;0
2556;Ciudad 2;2;25 - 34;Masculino;Casado(a);Bachillerato;1.   Católico;Con Hijos;3;Menos de  $ 500.000;2.   Trabaja independientemente (informal);5;0
2567;Ciudad 2;4;35 - 44;Femenino;Casado(a);Posgrado;1.   Católico;Con Hijos;2;$ 2,001.000 -- $ 3,000.000;1.   Trabaja dependientemente (empleado);5;0
2576;Ciudad 2;2;17 - 24;Femenino;Soltero(a);Bachillerato;7.   Ninguna;Sin Hijos;0;No poseo ingresos propios;6.   Estudia y trabaja;5;0
2577;Ciudad 2;2;25 - 34;Masculino;Casado(a);Bachillerato;2.   Cristiano no católico;Con Hijos;1;$ 501.000 -- $ 1´000.000;1.   Trabaja dependientemente (empleado);3;1
2594;Ciudad 2;5;17 - 24;Femenino;Soltero(a);Pregrado;7.   Ninguna;Con Hijos;1;Menos de  $ 500.000;5.    Estudia;3;1
2610;Ciudad 2;2;13 - 16;Femenino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;1;No poseo ingresos propios;5.    Estudia;7;1
2620;Ciudad 2;3;35 - 44;Masculino;Unión Libre;Técnico / Tecnológico;1.   Católico;Con Hijos;2;$ 501.000 -- $ 1´000.000;3.   Empresario o Contratista;4;0
2621;Ciudad 2;3;25 - 34;Masculino;Casado(a);Posgrado;6.   Otra:;Con Hijos;2;$ 501.000 -- $ 1´000.000;1.   Trabaja dependientemente (empleado);4;0
2626;Ciudad 2;3;17 - 24;Masculino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;$ 501.000 -- $ 1´000.000;2.   Trabaja independientemente (informal);8;0
2627;Ciudad 2;3;17 - 24;Masculino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;No poseo ingresos propios;5.    Estudia;3;0
2636;Ciudad 2;2;25 - 34;Masculino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;2;$ 1´001.000 -- $ 2,000.000;2.   Trabaja independientemente (informal);3;1
2637;Ciudad 2;2;25 - 34;Masculino;Unión Libre;Técnico / Tecnológico;1.   Católico;Con Hijos;1;$ 501.000 -- $ 1´000.000;1.   Trabaja dependientemente (empleado);3;0
2644;Ciudad 2;2;17 - 24;Masculino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;1;No poseo ingresos propios;5.    Estudia;7;0
2646;Ciudad 2;2;17 - 24;Masculino;Soltero(a);Bachillerato;1.   Católico;Con Hijos;1;$ 501.000 -- $ 1´000.000;3.   Empresario o Contratista;6;0
2647;Ciudad 2;2;17 - 24;Masculino;Unión Libre;Técnico / Tecnológico;7.   Ninguna;Con Hijos;1;$ 501.000 -- $ 1´000.000;1.   Trabaja dependientemente (empleado);9;0
2654;Ciudad 2;1;17 - 24;Masculino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;1;Menos de  $ 500.000;6.   Estudia y trabaja;4;0
2655;Ciudad 2;1;17 - 24;Masculino;Unión Libre;Técnico / Tecnológico;1.   Católico;Con Hijos;1;$ 1´001.000 -- $ 2,000.000;1.   Trabaja dependientemente (empleado);3;0
2669;Ciudad 2;3;17 - 24;Femenino;Casado(a);Bachillerato;6.   Otra:;Con Hijos;1;$ 501.000 -- $ 1´000.000;1.   Trabaja dependientemente (empleado);10;0
2689;Ciudad 2;2;25 - 34;Femenino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;1;Menos de  $ 500.000;2.   Trabaja independientemente (informal);3;0
2697;Ciudad 2;2;17 - 24;Femenino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;1;No poseo ingresos propios;5.    Estudia;3;0
2701;Ciudad 2;2;17 - 24;Femenino;Soltero(a);Bachillerato;2.   Cristiano no católico;Sin Hijos;0;No poseo ingresos propios;7.   Busca empleo;7;0
2707;Ciudad 2;2;17 - 24;Femenino;Unión Libre;Bachillerato;7.   Ninguna;Sin Hijos;0;Menos de  $ 500.000;5.    Estudia;8;1
2711;Ciudad 2;2;17 - 24;Femenino;Soltero(a);Técnico / Tecnológico;1.   Católico;Sin Hijos;0;Menos de  $ 500.000;1.   Trabaja dependientemente (empleado);5;0
2712;Ciudad 2;2;17 - 24;Femenino;Soltero(a);Técnico / Tecnológico;1.   Católico;Sin Hijos;0;$ 501.000 -- $ 1´000.000;1.   Trabaja dependientemente (empleado);5;1
2714;Ciudad 2;2;17 - 24;Femenino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;3;Menos de  $ 500.000;1.   Trabaja dependientemente (empleado);5;0
2717;Ciudad 2;2;13 - 16;Femenino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;No poseo ingresos propios;5.    Estudia;5;0
2724;Ciudad 2;1;13 - 16;Femenino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;No poseo ingresos propios;5.    Estudia;18;0
2741;Ciudad 2;2;45 - 54;Femenino;Casado(a);Bachillerato;1.   Católico;Con Hijos;4;$ 501.000 -- $ 1´000.000;2.   Trabaja independientemente (informal);6;1
2749;Ciudad 2;1;25 - 34;Femenino;Casado(a);Bachillerato;1.   Católico;Con Hijos;2;Mas de $ 3,001.000;7.   Busca empleo;2;0
2760;Ciudad 2;4;17 - 24;Masculino;Unión Libre;Pregrado;7.   Ninguna;Con Hijos;1;$ 1´001.000 -- $ 2,000.000;6.   Estudia y trabaja;4;0
2767;Ciudad 2;1;17 - 24;Femenino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;1;No poseo ingresos propios;5.    Estudia;5;0
2779;Ciudad 2;5;35 - 44;Femenino;Unión Libre;Posgrado;1.   Católico;Con Hijos;2;Mas de $ 3,001.000;1.   Trabaja dependientemente (empleado);1;1
2802;Ciudad 2;1;13 - 16;Masculino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;No poseo ingresos propios;6.   Estudia y trabaja;4;0
2803;Ciudad 2;1;13 - 16;Femenino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;No poseo ingresos propios;5.    Estudia;11;0
2804;Ciudad 2;1;13 - 16;Masculino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;No poseo ingresos propios;5.    Estudia;6;0
2807;Ciudad 2;1;17 - 24;Femenino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;1;No poseo ingresos propios;7.   Busca empleo;8;0
2808;Ciudad 2;1;17 - 24;Femenino;Unión Libre;Pregrado;1.   Católico;Con Hijos;1;Menos de  $ 500.000;1.   Trabaja dependientemente (empleado);12;0
2810;Ciudad 2;1;25 - 34;Masculino;Soltero(a);Bachillerato;2.   Cristiano no católico;Con Hijos;1;Menos de  $ 500.000;2.   Trabaja independientemente (informal);1;0
2816;Ciudad 2;1;35 - 44;Femenino;Soltero(a);Bachillerato;7.   Ninguna;Con Hijos;4;Menos de  $ 500.000;1.   Trabaja dependientemente (empleado);10;0
2825;Ciudad 2;2;13 - 16;Masculino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;Menos de  $ 500.000;6.   Estudia y trabaja;6;0
2827;Ciudad 2;2;13 - 16;Masculino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;No poseo ingresos propios;5.    Estudia;14;0
2832;Ciudad 2;2;17 - 24;Masculino;Soltero(a);Pregrado;7.   Ninguna;Sin Hijos;0;$ 501.000 -- $ 1´000.000;3.   Empresario o Contratista;6;0
2838;Ciudad 2;2;25 - 34;Femenino;Casado(a);Bachillerato;1.   Católico;Sin Hijos;0;Menos de  $ 500.000;2.   Trabaja independientemente (informal);7;1
2841;Ciudad 2;2;25 - 34;Masculino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;$ 501.000 -- $ 1´000.000;2.   Trabaja independientemente (informal);5;0
2843;Ciudad 2;2;25 - 34;Femenino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;$ 501.000 -- $ 1´000.000;1.   Trabaja dependientemente (empleado);2;0
2844;Ciudad 2;2;25 - 34;Femenino;Unión Libre;Primaria;1.   Católico;Con Hijos;3;Menos de  $ 500.000;2.   Trabaja independientemente (informal);5;0
2847;Ciudad 2;2;25 - 34;Masculino;Unión Libre;Técnico / Tecnológico;7.   Ninguna;Con Hijos;2;Menos de  $ 500.000;6.   Estudia y trabaja;5;0
2854;Ciudad 2;2;35 - 44;Masculino;Soltero(a);Técnico / Tecnológico;1.   Católico;Con Hijos;3;$ 501.000 -- $ 1´000.000;6.   Estudia y trabaja;1;0
2859;Ciudad 2;2;45 - 54;Femenino;Unión Libre;Bachillerato;2.   Cristiano no católico;Con Hijos;3;Menos de  $ 500.000;2.   Trabaja independientemente (informal);4;0
2860;Ciudad 2;2;45 - 54;Femenino;Casado(a);Técnico / Tecnológico;1.   Católico;Con Hijos;4;Menos de  $ 500.000;1.   Trabaja dependientemente (empleado);6;0
2866;Ciudad 2;2;55 - 60;Femenino;Casado(a);Bachillerato;1.   Católico;Con Hijos;2;Menos de  $ 500.000;2.   Trabaja independientemente (informal);9;0
2867;Ciudad 2;2;55 - 60;Femenino;Casado(a);Bachillerato;2.   Cristiano no católico;Con Hijos;4;No poseo ingresos propios;9.   Se dedica al hogar;9;0
2868;Ciudad 2;2;61 - 70;Femenino;Viudo(a);Primaria;1.   Católico;Con Hijos;2;Menos de  $ 500.000;4.  Venta directa (por catalogo);3;0
2869;Ciudad 2;2;61 - 70;Femenino;Separado(a);Bachillerato;1.   Católico;Con Hijos;1;No poseo ingresos propios;8.   Pensionado;4;0
2877;Ciudad 2;1;13 - 16;Masculino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;Menos de  $ 500.000;6.   Estudia y trabaja;4;0
2879;Ciudad 2;2;17 - 24;Femenino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;2;Menos de  $ 500.000;1.   Trabaja dependientemente (empleado);13;0
2897;Ciudad 2;2;35 - 44;Masculino;Casado(a);Bachillerato;2.   Cristiano no católico;Con Hijos;1;Menos de  $ 500.000;3.   Empresario o Contratista;5;1
2904;Ciudad 2;3;25 - 34;Femenino;Soltero(a);Bachillerato;1.   Católico;Con Hijos;1;$ 501.000 -- $ 1´000.000;6.   Estudia y trabaja;9;0
2917;Ciudad 2;2;25 - 34;Masculino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;1;$ 501.000 -- $ 1´000.000;2.   Trabaja independientemente (informal);3;0
2938;Ciudad 2;2;45 - 54;Masculino;Unión Libre;Primaria;1.   Católico;Con Hijos;4;$ 501.000 -- $ 1´000.000;2.   Trabaja independientemente (informal);6;0
2944;Ciudad 2;2;45 - 54;Femenino;Casado(a);Bachillerato;1.   Católico;Con Hijos;3;Menos de  $ 500.000;2.   Trabaja independientemente (informal);5;0
2962;Ciudad 2;2;35 - 44;Femenino;Unión Libre;Primaria;1.   Católico;Con Hijos;1;Menos de  $ 500.000;1.   Trabaja dependientemente (empleado);4;0
2976;Ciudad 2;2;55 - 60;Femenino;Casado(a);Primaria;1.   Católico;Con Hijos;4;Menos de  $ 500.000;6.   Estudia y trabaja;5;0
2979;Ciudad 2;2;55 - 60;Masculino;Separado(a);Primaria;1.   Católico;Con Hijos;6;Menos de  $ 500.000;2.   Trabaja independientemente (informal);5;1
2995;Ciudad 2;4;35 - 44;Femenino;Casado(a);Posgrado;1.   Católico;Con Hijos;1;$ 2,001.000 -- $ 3,000.000;2.   Trabaja independientemente (informal);3;1
2996;Ciudad 2;4;45 - 54;Masculino;Casado(a);Técnico / Tecnológico;1.   Católico;Con Hijos;3;Mas de $ 3,001.000;3.   Empresario o Contratista;3;1
2997;Ciudad 2;2;35 - 44;Masculino;Casado(a);Bachillerato;1.   Católico;Con Hijos;2;$ 501.000 -- $ 1´000.000;1.   Trabaja dependientemente (empleado);4;0
2998;Ciudad 2;2;35 - 44;Femenino;Casado(a);Bachillerato;1.   Católico;Con Hijos;3;Menos de  $ 500.000;9.   Se dedica al hogar;5;0
3004;Ciudad 2;3;35 - 44;Masculino;Casado(a);Pregrado;1.   Católico;Con Hijos;2;$ 2,001.000 -- $ 3,000.000;1.   Trabaja dependientemente (empleado);4;0
3028;Ciudad 2;2;25 - 34;Femenino;Soltero(a);Pregrado;1.   Católico;Con Hijos;1;Menos de  $ 500.000;1.   Trabaja dependientemente (empleado);6;1
3032;Ciudad 2;3;35 - 44;Femenino;Casado(a);Técnico / Tecnológico;1.   Católico;Con Hijos;1;Menos de  $ 500.000;2.   Trabaja independientemente (informal);5;0
3038;Ciudad 2;3;25 - 34;Masculino;Soltero(a);Técnico / Tecnológico;1.   Católico;Sin Hijos;0;$ 1´001.000 -- $ 2,000.000;2.   Trabaja independientemente (informal);5;1
3044;Ciudad 2;2;25 - 34;Femenino;Unión Libre;Técnico / Tecnológico;7.   Ninguna;Con Hijos;1;$ 501.000 -- $ 1´000.000;1.   Trabaja dependientemente (empleado);3;0
3045;Ciudad 2;3;25 - 34;Masculino;Soltero(a);Posgrado;1.   Católico;Sin Hijos;0;$ 1´001.000 -- $ 2,000.000;1.   Trabaja dependientemente (empleado);4;1
3047;Ciudad 2;3;13 - 16;Femenino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;No poseo ingresos propios;5.    Estudia;4;0
3049;Ciudad 2;4;13 - 16;Femenino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;No poseo ingresos propios;6.   Estudia y trabaja;3;0
3051;Ciudad 2;4;25 - 34;Femenino;Soltero(a);Bachillerato;2.   Cristiano no católico;Sin Hijos;0;$ 501.000 -- $ 1´000.000;1.   Trabaja dependientemente (empleado);6;0
3057;Ciudad 2;2;25 - 34;Femenino;Separado(a);Bachillerato;1.   Católico;Con Hijos;3;Menos de  $ 500.000;1.   Trabaja dependientemente (empleado);7;0
3059;Ciudad 2;3;25 - 34;Femenino;Separado(a);Técnico / Tecnológico;1.   Católico;Con Hijos;1;$ 501.000 -- $ 1´000.000;2.   Trabaja independientemente (informal);5;0
3071;Ciudad 2;3;25 - 34;Femenino;Separado(a);Técnico / Tecnológico;1.   Católico;Con Hijos;1;$ 1´001.000 -- $ 2,000.000;2.   Trabaja independientemente (informal);2;0
3079;Ciudad 2;3;35 - 44;Femenino;Soltero(a);Posgrado;1.   Católico;Sin Hijos;0;$ 501.000 -- $ 1´000.000;2.   Trabaja independientemente (informal);6;1
3086;Ciudad 2;3;45 - 54;Femenino;Soltero(a);Técnico / Tecnológico;1.   Católico;Con Hijos;1;$ 501.000 -- $ 1´000.000;2.   Trabaja independientemente (informal);2;0
3092;Ciudad 2;3;13 - 16;Femenino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;No poseo ingresos propios;5.    Estudia;4;0
3102;Ciudad 2;2;17 - 24;Femenino;Soltero(a);Técnico / Tecnológico;1.   Católico;Sin Hijos;0;$ 501.000 -- $ 1´000.000;1.   Trabaja dependientemente (empleado);10;1
3135;Ciudad 2;1;17 - 24;Masculino;Unión Libre;Bachillerato;7.   Ninguna;Con Hijos;1;Menos de  $ 500.000;6.   Estudia y trabaja;4;0
3137;Ciudad 2;1;17 - 24;Femenino;Soltero(a);Bachillerato;2.   Cristiano no católico;Con Hijos;1;Menos de  $ 500.000;1.   Trabaja dependientemente (empleado);6;0
3154;Ciudad 2;2;13 - 16;Masculino;Soltero(a);Bachillerato;7.   Ninguna;Sin Hijos;0;No poseo ingresos propios;5.    Estudia;2;1
3159;Ciudad 2;2;17 - 24;Femenino;Soltero(a);Técnico / Tecnológico;2.   Cristiano no católico;Con Hijos;1;$ 501.000 -- $ 1´000.000;1.   Trabaja dependientemente (empleado);5;1
3164;Ciudad 2;2;17 - 24;Masculino;Soltero(a);Bachillerato;7.   Ninguna;Con Hijos;1;No poseo ingresos propios;5.    Estudia;3;0
3180;Ciudad 2;2;25 - 34;Femenino;Casado(a);Técnico / Tecnológico;1.   Católico;Con Hijos;1;$ 501.000 -- $ 1´000.000;2.   Trabaja independientemente (informal);3;1
3210;Ciudad 2;2;45 - 54;Femenino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;2;$ 1´001.000 -- $ 2,000.000;1.   Trabaja dependientemente (empleado);5;1
3217;Ciudad 2;2;55 - 60;Masculino;Unión Libre;Bachillerato;7.   Ninguna;Con Hijos;4;$ 1´001.000 -- $ 2,000.000;8.   Pensionado;5;0
3223;Ciudad 2;2;61 - 70;Masculino;Casado(a);Bachillerato;1.   Católico;Con Hijos;2;Menos de  $ 500.000;2.   Trabaja independientemente (informal);3;0
3235;Ciudad 2;3;45 - 54;Masculino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;4;$ 501.000 -- $ 1´000.000;2.   Trabaja independientemente (informal);12;0
3247;Ciudad 2;2;25 - 34;Femenino;Unión Libre;Técnico / Tecnológico;2.   Cristiano no católico;Con Hijos;1;Menos de  $ 500.000;6.   Estudia y trabaja;24;0
3265;Ciudad 2;2;25 - 34;Femenino;Soltero(a);Pregrado;1.   Católico;Sin Hijos;0;$ 1´001.000 -- $ 2,000.000;1.   Trabaja dependientemente (empleado);16;0
3284;Ciudad 2;2;25 - 34;Femenino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;1;No poseo ingresos propios;9.   Se dedica al hogar;4;0
3290;Ciudad 2;3;13 - 16;Femenino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;No poseo ingresos propios;5.    Estudia;5;1
3292;Ciudad 2;3;25 - 34;Femenino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;2;Menos de  $ 500.000;1.   Trabaja dependientemente (empleado);6;0
3304;Ciudad 2;4;35 - 44;Masculino;Casado(a);Técnico / Tecnológico;1.   Católico;Con Hijos;2;$ 2,001.000 -- $ 3,000.000;1.   Trabaja dependientemente (empleado);4;0
3309;Ciudad 2;5;17 - 24;Masculino;Soltero(a);Pregrado;1.   Católico;Sin Hijos;0;$ 501.000 -- $ 1´000.000;6.   Estudia y trabaja;4;0
3312;Ciudad 2;2;45 - 54;Femenino;Casado(a);Primaria;1.   Católico;Con Hijos;3;Menos de  $ 500.000;1.   Trabaja dependientemente (empleado);8;0
3316;Ciudad 2;2;55 - 60;Masculino;Casado(a);Bachillerato;1.   Católico;Con Hijos;3;$ 501.000 -- $ 1´000.000;1.   Trabaja dependientemente (empleado);8;0
3318;Ciudad 2;2;61 - 70;Masculino;Casado(a);Primaria;1.   Católico;Con Hijos;3;$ 1´001.000 -- $ 2,000.000;8.   Pensionado;13;0
3324;Ciudad 2;2;45 - 54;Femenino;Soltero(a);Primaria;1.   Católico;Con Hijos;3;No poseo ingresos propios;9.   Se dedica al hogar;7;0
3328;Ciudad 2;5;25 - 34;Masculino;Soltero(a);Posgrado;1.   Católico;Sin Hijos;0;$ 1´001.000 -- $ 2,000.000;6.   Estudia y trabaja;4;1
3349;Ciudad 2;3;35 - 44;Femenino;Unión Libre;Técnico / Tecnológico;1.   Católico;Sin Hijos;0;$ 501.000 -- $ 1´000.000;1.   Trabaja dependientemente (empleado);8;1
3357;Ciudad 2;2;25 - 34;Masculino;Separado(a);Bachillerato;1.   Católico;Con Hijos;2;$ 501.000 -- $ 1´000.000;1.   Trabaja dependientemente (empleado);4;1
3363;Ciudad 2;5;13 - 16;Femenino;Soltero(a);Bachillerato;2.   Cristiano no católico;Con Hijos;1;No poseo ingresos propios;5.    Estudia;4;0
3370;Ciudad 2;5;13 - 16;Femenino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;No poseo ingresos propios;5.    Estudia;4;0
3372;Ciudad 2;5;13 - 16;Masculino;Soltero(a);Primaria;7.   Ninguna;Sin Hijos;0;No poseo ingresos propios;5.    Estudia;4;0
3373;Ciudad 2;5;13 - 16;Femenino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;No poseo ingresos propios;5.    Estudia;5;1
3376;Ciudad 2;2;35 - 44;Femenino;Soltero(a);Bachillerato;1.   Católico;Con Hijos;4;Menos de  $ 500.000;2.   Trabaja independientemente (informal);9;0
3382;Ciudad 2;2;45 - 54;Femenino;Viudo(a);Bachillerato;1.   Católico;Con Hijos;3;No poseo ingresos propios;9.   Se dedica al hogar;5;0
3404;Ciudad 2;3;35 - 44;Femenino;Separado(a);Bachillerato;2.   Cristiano no católico;Con Hijos;3;$ 501.000 -- $ 1´000.000;2.   Trabaja independientemente (informal);4;1
3450;Ciudad 2;2;45 - 54;Femenino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;2;Menos de  $ 500.000;2.   Trabaja independientemente (informal);6;0
3455;Ciudad 2;5;25 - 34;Femenino;Unión Libre;Pregrado;1.   Católico;Con Hijos;1;Mas de $ 3,001.000;1.   Trabaja dependientemente (empleado);3;1
3477;Ciudad 2;5;35 - 44;Femenino;Separado(a);Pregrado;1.   Católico;Con Hijos;2;$ 1´001.000 -- $ 2,000.000;1.   Trabaja dependientemente (empleado);4;0
3487;Ciudad 2;5;25 - 34;Femenino;Soltero(a);Posgrado;1.   Católico;Sin Hijos;0;$ 2,001.000 -- $ 3,000.000;1.   Trabaja dependientemente (empleado);4;1
3493;Ciudad 2;3;61 - 70;Femenino;Casado(a);Bachillerato;1.   Católico;Con Hijos;1;No poseo ingresos propios;6.   Estudia y trabaja;3;0
3499;Ciudad 2;2;35 - 44;Femenino;Casado(a);Bachillerato;1.   Católico;Con Hijos;1;Menos de  $ 500.000;3.   Empresario o Contratista;7;0
3502;Ciudad 2;5;13 - 16;Femenino;Soltero(a);Pregrado;2.   Cristiano no católico;Sin Hijos;0;No poseo ingresos propios;5.    Estudia;9;0
3524;Ciudad 2;5;45 - 54;Femenino;Separado(a);Técnico / Tecnológico;1.   Católico;Con Hijos;1;Mas de $ 3,001.000;1.   Trabaja dependientemente (empleado);3;0
3526;Ciudad 2;6;35 - 44;Femenino;Casado(a);Posgrado;2.   Cristiano no católico;Con Hijos;2;Mas de $ 3,001.000;1.   Trabaja dependientemente (empleado);4;0
3552;Ciudad 2;2;25 - 34;Masculino;Unión Libre;Técnico / Tecnológico;1.   Católico;Con Hijos;1;$ 501.000 -- $ 1´000.000;1.   Trabaja dependientemente (empleado);4;0
3555;Ciudad 2;2;25 - 34;Masculino;Casado(a);Bachillerato;1.   Católico;Con Hijos;1;$ 501.000 -- $ 1´000.000;1.   Trabaja dependientemente (empleado);3;1
3563;Ciudad 2;2;25 - 34;Femenino;Casado(a);Bachillerato;1.   Católico;Con Hijos;2;$ 501.000 -- $ 1´000.000;1.   Trabaja dependientemente (empleado);4;0
3564;Ciudad 2;2;25 - 34;Masculino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;1;$ 501.000 -- $ 1´000.000;1.   Trabaja dependientemente (empleado);7;1
